Life_expectancy,Status,Percentage_expenditure,GDP,ICOR,Schooling
52.8,Developing,24.65761755,321.481324,0,7.1
52.5,Developing,0.868708478,39.486749,0,6.7
52.1,Developing,6.699418747,297.7519443,0,6.4
66.2,Developing,0,4136.689919,0.638,10.3
66,Developing,4.141293345,43.82321,0.636,10.3
65.9,Developing,345.9044258,3944.178173,0.633,10.3
65.8,Developing,497.4719464,3785.935665,0.63,10.6
65.6,Developing,536.2332523,3439.597513,0.624,10.3
65.9,Developing,48.02859441,326.281212,0.618,10.2
66.1,Developing,466.6693698,2716.35256,0.618,10.5
66.3,Developing,493.3279293,2576.124957,0.618,10.7
65.7,Developing,362.8702271,2327.58324,0.62,11.2
65.2,Developing,170.6325842,1945.6395,0.622,11.7
65,Developing,17.46405901,198.455216,0.619,11.4
65.1,Developing,1.776181042,145.58861,0.613,11.2
65.3,Developing,16.47949015,986.7958173,0.611,11.1
65.3,Developing,10.9363388,96.8674827,0.609,11
65.4,Developing,15.54978677,925.582546,0.606,10.9
65.4,Developing,16.75480888,946.599372,0.602,10.9
63.5,Developing,0,814.5463952,0.49,9.1
63.1,Developing,5.103249438,83.1148117,0.487,9.1
62.7,Developing,4.989712322,81.265673,0.483,9.1
62.3,Developing,26.37942542,766.8437623,0.477,8.9
62.3,Developing,4.106484317,74.9358452,0.47,8.7
36.3,Developing,36.2929176,662.2795182,0.47,8.6
62.5,Developing,41.30079452,668.297646,0.466,8.5
62.1,Developing,63.83195683,674.7564147,0.462,8.4
61.8,Developing,56.77858733,615.8198192,0.458,8.4
61.1,Developing,6.995556386,55.47626,0.455,8.3
65,Developing,38.10904264,465.311876,0.452,8.2
58.7,Developing,64.39853344,387.9429725,0.45,8.1
59.7,Developing,44.25687135,329.782946,0.447,8.1
59.3,Developing,50.28558223,393.16327,0.444,8
58.9,Developing,60.77815868,413.7383164,0.443,7.9
58.6,Developing,74.46033036,462.486524,0.439,7.8
74.6,Developing,0,2326.15856,0.623,11.2
74.5,Developing,345.3776344,2242.711912,0.618,11.4
74.3,Developing,311.7553193,2136.77395,0.614,11.6
74.1,Developing,363.5721644,2178.38325,0.614,11.6
73.9,Developing,32.16407994,212.584798,0.611,11.7
73.6,Developing,302.1057507,1932.85829,0.606,11.5
73.4,Developing,286.1211446,1815.489496,0.603,11.3
73.2,Developing,231.9112915,1751.595857,0.597,11.1
73,Developing,222.4823338,1592.572182,0.59,10.9
72.8,Developing,192.9297829,1437.628785,0.583,10.8
72.5,Developing,203.7134882,1311.741714,0.577,10.6
72.2,Developing,188.2499208,1217.657961,0.571,10.4
71.9,Developing,194.4335736,1157.3427,0.566,10.3
71.6,Developing,154.8636161,1132.8721,0.561,10.1
71.3,Developing,15.36175284,113.4546,0.557,9.9
71,Developing,28.80831098,188.783165,0.551,9.8
75.8,Developed,0,12365.6263,0.834,15.6
75.6,Developed,160.9449342,14117.97668,0.834,15.8
75.5,Developed,155.1952076,13613.6147,0.824,15.4
75,Developed,164.2793407,12834.32349,0.823,15.4
74.8,Developed,17.82121883,1448.87958,0.821,15.4
74.5,Developed,19.22023996,1325.53379,0.817,15.3
74.2,Developed,1281.155944,12967.16543,0.816,15.3
74.1,Developed,181.7634078,15669.25929,0.812,15.3
73.5,Developed,163.3433278,13842.6549,0.809,15.3
73.4,Developed,1299.459306,11398.76584,0.802,15.2
72.9,Developed,1317.08348,11161.72441,0.795,15
72.9,Developed,146.8608016,1259.5266,0.793,15.3
72.5,Developed,1030.220271,8396.25323,0.784,14.9
72.5,Developed,8.98619805,665.6443,0.775,14.6
72.3,Developed,7.601092416,527.85364,0.769,14.2
71.7,Developed,75.36251406,4623.46712,0.761,13.9
82.7,Developed,0,5734.4436,0.919,19
82.5,Developed,8254.020763,52473.11356,0.915,19
82.4,Developed,764.5440691,4781.3888,0.907,19
82.5,Developed,6818.546407,44333.8518,0.901,18.7
82.1,Developed,7.0480925,46.217,0.894,18.6
81.8,Developed,6005.575763,41676.44527,0.894,18.4
81.6,Developed,687.5776358,4461.89251,0.894,18.4
81.4,Developed,7613.814999,55575.29196,0.892,18.2
81.3,Developed,12042.97366,68348.31817,0.887,18.2
81.1,Developed,1003.139804,5613.54115,0.884,18.1
81,Developed,10631.20379,56249.7555,0.879,17.9
88,Developed,8506.101443,46917.27216,0.873,18.3
87,Developed,725.4853161,3944.999,0.866,17.6
84,Developed,5948.096777,31996.2172,0.859,17.2
80,Developed,5048.274426,28585.9254,0.854,17.1
79.7,Developed,5809.12199,31813.37344,0.847,16.8
68.3,Developing,0,1613.18878,0.615,11.6
68,Developing,86.52153895,1573.11889,0.607,11.6
67.6,Developing,67.67230438,1452.195373,0.599,11.5
67.3,Developing,64.96964491,1446.98541,0.59,11.3
66.8,Developing,64.6059005,1461.671957,0.58,10.8
66.4,Developing,57.73359864,1345.77153,0.569,10.4
66,Developing,0.844186331,19.317765,0.563,10.5
65.5,Developing,43.03043312,991.484634,0.556,10.2
65.2,Developing,5.234770324,118.166373,0.546,9.9
64.8,Developing,34.85942671,792.259698,0.536,9.7
64.4,Developing,3.5096369,77.819,0.526,9.4
64,Developing,27.33800857,621.3183767,0.518,9.2
63.7,Developing,19.4808682,541.1352279,0.505,8.6
63.3,Developing,17.81205644,466.2842,0.499,8.4
62.9,Developing,19.00340606,447.138966,0.494,8.3
62.5,Developing,19.26615743,438.864634,0.489,8.3
69.1,Developing,0,3336.16686,0.686,12.9
68.9,Developing,200.0684443,3491.595887,0.682,12.9
68.7,Developing,22.8478308,362.663981,0.677,12.9
68.5,Developing,254.4688257,3687.953996,0.669,12.6
68.3,Developing,211.8783404,3634.27685,0.662,12.3
68.1,Developing,190.5453646,3113.48635,0.656,12.1
67.9,Developing,125.7980678,2254.44566,0.645,11.7
67.7,Developing,10.26341108,216.52766,0.641,11.7
67.5,Developing,102.633435,1855.93915,0.638,11
67.3,Developing,72.0159316,1586.254,0.632,10.9
67.2,Developing,5.381782562,126.928834,0.629,11.1
65.3,Developing,55.36107207,1148.56996,0.624,11
66.9,Developing,8.460155758,164.59447,0.613,10.8
66.7,Developing,43.17867291,899.5556857,0.608,10.6
66.5,Developing,33.95837125,747.9817455,0.604,10.6
66.3,Developing,3.43334364,78.92744,0.597,10.7
75.5,Developing,0,,0.774,14.8
75.4,Developing,0,,0.77,14.9
75.3,Developing,0,,0.769,15
75.1,Developing,0,,0.755,13.6
74.7,Developing,0,,0.745,13.1
74.1,Developing,0,,0.735,12.9
73.3,Developing,0,,0.728,12.8
72.7,Developing,0,,0.716,12.1
72.4,Developing,0,,0.704,11.8
72.2,Developing,0,,0.692,11.4
72,Developing,0,,0.687,11.4
71.8,Developing,0,,0.686,11.8
75,Developing,0,,0.679,11.8
71.2,Developing,0,,0.674,11.9
78,Developing,0,,0.666,11.6
73,Developing,0,,0.66,11.6
68.9,Developing,0,4974.2693,0.649,10.1
67.9,Developing,43.5240801,673.74737,0.658,10.1
69.5,Developing,447.3695001,6925.22446,0.659,10.3
76,Developing,429.6625083,6651.12242,0.656,10.5
77,Developing,285.119726,5854.614497,0.649,10.4
76,Developing,21.82252494,452.74948,0.646,10.4
74,Developing,185.6366983,3735.144836,0.643,10.3
69.3,Developing,192.1562998,4521.3247,0.638,10.3
65.9,Developing,146.7606488,3129.224922,0.636,10.2
64.7,Developing,75.25799773,2351.812429,0.631,10.2
66.8,Developing,59.18845152,1849.63911,0.628,10.1
67.2,Developing,44.12059646,1391.816923,0.603,9.8
66.5,Developing,0,,0.616,9.4
74,Developing,0,,0.614,9.1
72,Developing,0,,0.607,8.7
70,Developing,0,,0.603,8.6
81.4,Developed,0,6664.144,0.92,18.6
81.2,Developed,746.3670453,5553.32623,0.91,18.6
81,Developed,703.5527332,5234.76736,0.902,18.6
85,Developed,6616.695125,49231.36254,0.895,18.5
84,Developed,6386.95437,52567.52568,0.909,18.5
86,Developed,4509.234803,48538.58776,0.907,18.2
79.7,Developed,7620.823456,51983.78892,0.909,17.9
79.8,Developed,9528.230574,61235.415,0.908,17.9
79.5,Developed,9797.552661,61388.17457,0.902,17.6
79,Developed,9126.931178,54326.9713,0.896,17.6
78.7,Developed,973.681333,5886.82789,0.889,17.5
78.3,Developed,8040.220444,47631.6377,0.88,17.1
78,Developed,675.2134725,4117.15532,0.87,16.8
77.4,Developed,5092.383814,32539.1937,0.862,16.5
77,Developed,4264.579203,28223.55528,0.857,16.4
76.4,Developed,3794.581463,26241.91883,0.848,16.2
82.5,Developing,0,35729.37253,0.898,16
82.2,Developing,4348.33531,37582.84624,0.895,16
82.1,Developing,4279.895512,36393.66932,0.891,15.9
81.8,Developing,3830.184587,32569.59683,0.889,15.9
81.8,Developing,3793.161624,33657.15727,0.883,15.8
81.7,Developing,409.4109292,3661.994,0.878,15.7
81.5,Developing,508.6645438,27795.87671,0.876,15.6
81,Developing,471.5533294,29657.4421,0.877,15.8
84,Developing,4.3451016,258.637,0.872,15.7
84,Developing,33.58620657,2195.1769,0.87,15.7
80,Developing,250.9343317,2611.17931,0.866,15.8
81,Developing,1895.342792,19888.172,0.863,15.9
79.7,Developing,1731.755747,18946.99942,0.863,16
79.3,Developing,1701.195787,18431.15696,0.855,15.3
79.3,Developing,22.27332618,236.19646,0.85,15.1
78.9,Developing,199.9341033,2152.1432,0.845,15.2
82.7,Developed,0,349.14755,0.881,16.3
82.5,Developed,4831.644796,35396.66517,0.877,16.3
82.3,Developed,483.1916844,3537.27441,0.876,16.5
82,Developed,4793.904924,34814.12436,0.877,16.6
82,Developed,5439.691769,38334.68477,0.872,16.4
81.8,Developed,5219.668802,35849.37364,0.869,16.4
81.6,Developed,5243.316638,36976.84512,0.868,16.3
81.5,Developed,66.37840495,464.18465,0.866,16.3
81.3,Developed,5228.821581,37698.78573,0.862,16.1
81.2,Developed,473.1915451,3341.7482,0.856,16
88,Developed,4506.255963,31959.26215,0.851,15.8
89,Developed,4270.914882,31174.56118,0.846,15.6
79.9,Developed,3519.258515,27387.2258,0.841,15.4
80,Developed,2883.334911,22196.5736,0.836,15.2
79.8,Developed,3.1222302,24.819,0.828,14.9
79.4,Developed,31.50582204,251.2426,0.823,14.8
76.2,Developing,0,4965.989857,0.729,12.8
75.8,Developing,427.3054534,4855.743789,0.727,12.8
75.6,Developing,5.457289334,56.144952,0.727,12.8
75.3,Developing,37.17108782,521.33363,0.725,12.8
75.2,Developing,33.17529686,513.549487,0.722,12.8
75,Developing,396.6270975,4682.728424,0.721,12.7
74.7,Developing,235.7067417,4293.383274,0.721,12.7
74.5,Developing,31.76575838,492.492378,0.718,12.6
74.2,Developing,25.62349238,462.517913,0.714,12.5
74,Developing,194.092569,4313.1682,0.709,12.5
73.5,Developing,16.97511622,482.24762,0.706,12.4
73.3,Developing,192.3226305,3719.97351,0.689,11.1
73.1,Developing,155.5884677,3465.221998,0.694,11.9
73,Developing,211.1143318,3596.496282,0.69,11.7
72.7,Developing,160.2382416,3394.878,0.68,10.9
72.6,Developing,24.82762854,336.8742,0.682,11.4
83.7,Developed,0,34474.13736,0.902,15.3
83.5,Developed,88.83362243,3896.21151,0.899,15.3
83.5,Developed,94.43428615,4454.44746,0.894,15.3
83.3,Developed,121.5869163,4863.47665,0.889,15.3
82.5,Developed,9498.729062,48167.99727,0.884,15.1
83,Developed,863.0061491,4457.67639,0.879,15.1
83,Developed,899.1785285,4855.17564,0.881,15
82.7,Developed,7313.175418,39339.29757,0.88,15
82.6,Developed,6599.995239,35275.22843,0.877,15
82.4,Developed,6502.136974,35433.98896,0.873,14.9
82,Developed,6799.664423,37217.64873,0.87,14.9
82.1,Developed,6746.281299,37688.72234,0.866,14.8
81.9,Developed,578.7254273,3488.3992,0.863,14.8
81.8,Developed,5250.249188,32289.3554,0.86,14.7
81.5,Developed,5486.51208,33846.46564,0.856,14.6
81.1,Developed,5926.296654,38532.488,0.852,14.5
74.1,Developing,0,496.99275,0.741,13.1
74,Developing,63.8784522,466.94775,0.737,13.1
73.9,Developing,546.6235156,3992.86717,0.737,13.1
73.7,Developing,67.70171064,387.753211,0.735,12.9
73.6,Developing,68.86623298,387.324145,0.737,13.1
73.4,Developing,715.9709092,3679.19275,0.739,13.2
73.3,Developing,668.7447334,3492.1396,0.742,13.6
73.1,Developing,535.2786404,3385.69665,0.739,13.6
73,Developing,373.2628643,2762.86354,0.736,13.6
72.8,Developing,313.3626015,2537.349,0.733,13.7
72.4,Developing,27.44252286,223.83787,0.73,13.8
72.5,Developing,32.52523612,261.456882,0.723,13.5
72.3,Developing,228.7838108,1889.213962,0.717,13.2
72.1,Developing,259.1572375,1812.288374,0.712,13
71.9,Developing,248.697463,1728.2659,0.706,12.7
71.7,Developing,227.296617,1657.889256,0.7,12.6
72,Developing,0,159.9817,0.793,15
69.9,Developing,24.44473709,1286.56511,0.789,15
69.5,Developing,26.4072659,1389.8561,0.782,15
69.1,Developing,235.3566066,12387.18982,0.774,14.7
68.5,Developing,179.170133,11634.42422,0.766,14.4
67.8,Developing,11.1516268,97.649972,0.763,14.5
67.8,Developing,808.243302,7165.2775,0.758,14.6
66.6,Developing,708.3285785,8513.564645,0.758,14.6
65.3,Developing,499.730412,6771.414797,0.754,14.7
65,Developing,76.19868936,5291.57565,0.747,14.3
64.6,Developing,351.8603267,3771.278957,0.737,13.9
64.7,Developing,33.91660183,2874.288291,0.725,13.5
64.4,Developing,23.43400762,268.123657,0.714,13.1
64.7,Developing,145.1022528,1658.31146,0.7,12.7
64.4,Developing,12.60883976,149.926751,0.685,12.3
63.9,Developing,112.541157,1229.958,0.676,12.1
63.4,Developing,0,1349.97144,0.55,11.1
62.9,Developing,170.9626624,1335.6458,0.546,11.1
62.6,Developing,165.9304977,1229.114798,0.541,11.1
62.1,Developing,154.2269697,1155.2582,0.536,11.1
61.2,Developing,109.7051836,987.4453967,0.53,11.1
63,Developing,56.58984221,967.34773,0.523,11.1
59.1,Developing,7.146851404,92.816252,0.514,10.7
57.9,Developing,60.5153506,916.8992515,0.506,10.4
56.8,Developing,59.83361364,839.181117,0.494,10.1
55.3,Developing,52.60385429,697.66385,0.483,9.7
54.1,Developing,39.55677502,519.7999346,0.474,9.6
53,Developing,36.29775249,458.8843551,0.461,8.9
52.4,Developing,35.85204668,436.6875357,0.45,8.2
52.1,Developing,32.73674134,395.8493511,0.451,8.5
51.9,Developing,3.847602867,41.7763612,0.447,8.4
51.9,Developing,0.681685555,43.9797132,0.448,8.4
66.3,Developing,0,1424.483611,0.586,11.9
66.1,Developing,97.87193319,1684.54274,0.597,11.9
65.8,Developing,137.2591943,1724.361737,0.589,11.9
65.7,Developing,147.4549755,1763.815497,0.581,11.9
65.5,Developing,30.46703899,1692.613277,0.585,11.9
65.3,Developing,18.21661422,1493.1651,0.584,11.9
65.2,Developing,162.2903711,1297.285141,0.576,11.9
65.1,Developing,167.6201552,1413.3234,0.572,11.6
65,Developing,188.7108773,1357.632211,0.574,11.8
65,Developing,18.19457876,1151.555618,0.576,12.1
64.9,Developing,111.7392134,1214.556667,0,12.2
64.8,Developing,10.6242741,113.6286,0,12.4
64.7,Developing,1.76541345,115.3865,0,11.6
64.6,Developing,70.75572222,826.58554,0,11.7
64.3,Developing,59.97185848,734.9492461,0,10.4
64.1,Developing,11.07543331,796.7937634,0,10
74.7,Developing,0,28975.418,0.799,13.3
74.6,Developing,2480.896965,42996.4812,0.787,13
74.5,Developing,2792.677582,48399.9581,0.796,13.1
74.3,Developing,2957.973963,51264.7134,0.794,13.2
74.2,Developing,2785.097712,48268.5912,0.792,13.4
74,Developing,2009.575605,38497.61696,0.79,13.5
73.9,Developing,3001.628237,37567.3121,0.788,13.6
73.8,Developing,2078.392748,55571.9986,0.787,13.8
73.7,Developing,2555.303869,45793.97614,0.787,13.9
73.6,Developing,2443.444275,42717.55725,0.787,14.1
73.6,Developing,239.5751391,3549.26132,0.789,14.2
73.5,Developing,1731.073528,26921.8278,0.791,14.4
73.4,Developing,159.0098727,2271.56961,0.788,14.1
73.3,Developing,1209.680547,17789.41981,0.785,13.9
73.2,Developing,113.1997845,1654.96761,0.786,14
73.2,Developing,959.925862,18389.38433,0.786,14.1
71.1,Developing,0,,0.662,13
78,Developing,0,,0.656,12.8
77,Developing,0,,0.647,12.5
69.9,Developing,0,,0.638,12.3
69.4,Developing,0,,0.632,12.1
68.8,Developing,0,,0.631,12.2
68.5,Developing,0,,0.629,12.4
67.6,Developing,0,,0.624,12.6
67.2,Developing,0,,0.618,12.6
66.7,Developing,0,,0.613,12.5
66.9,Developing,0,,0.612,12.4
67.1,Developing,0,,0.609,12.5
66.6,Developing,0,,0.602,12.2
66.7,Developing,0,,0.601,12.1
67.2,Developing,0,,0.593,11.8
66.6,Developing,0,,0.586,11.4
65.7,Developing,0,,0.582,10.8
65.3,Developing,0,,0.573,10.6
64.9,Developing,0,,0.563,10.4
64.4,Developing,0,,0.554,10.2
64,Developing,0,,0.542,9.9
63.6,Developing,0,,0.535,9.6
63.1,Developing,0,,0.525,9.4
62.6,Developing,0,,0.518,9.2
62.1,Developing,0,,0.509,9
61.5,Developing,0,,0.503,9
61,Developing,0,,0.494,8.7
64,Developing,0,,0.485,8.6
59.8,Developing,0,,0.477,8.3
59.3,Developing,0,,0.468,8
58.7,Developing,0,,0.463,8
58.1,Developing,0,,0.459,8
74.6,Developed,0,13666.58336,0.828,16
74.4,Developed,1542.635979,15725.1374,0.822,16
74.1,Developed,150.3116884,1532.22924,0.814,15.4
73.8,Developed,1356.022164,13822.8559,0.812,15.5
73.6,Developed,24.70841046,1372.68947,0.81,15.8
72.8,Developed,1109.969508,11326.21947,0.815,16
72.6,Developed,1137.6237,12219.37379,0.821,16.4
71.9,Developed,253.4022338,16348.53121,0.819,16.3
78,Developed,170.9884138,1444.1589,0.814,16.2
75,Developed,1099.248837,9667.9757,0.807,16.2
76,Developed,86.9255399,7558.7426,0.791,15.9
71,Developed,80.0328375,6351.8125,0.776,15.5
78,Developed,478.0644911,5134.95694,0.761,15.2
73,Developed,376.4570185,4132.34927,0.746,14.8
69.9,Developed,332.2751709,3572.8513,0.728,14.2
71,Developed,291.0170765,3352.731296,0.716,13.7
74.9,Developing,0,846.632851,0.763,13.3
74.8,Developing,140.3771361,8161.4614,0.763,13.3
74.9,Developing,14.55610463,846.285153,0.766,13.3
75,Developing,151.1526829,8787.94668,0.763,13.3
75,Developing,835.0626827,8734.9653,0.758,13.2
74.9,Developing,805.3956346,8763.826274,0.752,13.3
74.7,Developing,8.140373615,84.268878,0.746,13.2
74.5,Developing,69.13924862,712.775759,0.74,13.1
74.4,Developing,8.906931168,614.271115,0.731,12.9
74.1,Developing,534.5795695,5372.65899,0.733,13.2
73.9,Developing,630.0540723,5339.441291,0,13.7
73.7,Developing,618.3614858,5424.22356,0,14.2
73.5,Developing,527.9176618,5425.6697,0,14.8
73.2,Developing,70.13207838,5436.595223,0,15.2
73,Developing,510.6035166,5253.122599,0,15
72.7,Developing,404.3879434,5334.93329,0,14.9
53.7,Developing,0,173.82893,0.495,10.7
52.1,Developing,162.1278115,1174.839214,0.491,10.8
52.1,Developing,153.3443147,1196.1335,0.484,11.1
52.2,Developing,168.1348992,1281.516,0.479,11
52.3,Developing,195.825251,1352.38433,0.469,11
51.1,Developing,154.8705998,1173.26212,0.464,10.9
49.4,Developing,104.3144732,923.136931,0.453,10.8
47.8,Developing,91.85432774,934.428563,0.447,10.7
46.2,Developing,9.18432717,918.432717,0.44,10.6
45.3,Developing,71.15577609,915.775754,0.437,10.7
44.5,Developing,57.90369752,862.9463118,0.437,10.7
44.8,Developing,67.91361818,781.5145936,0.439,10.7
45.5,Developing,5.300902041,63.636279,0.44,10.5
46.4,Developing,3.53457351,47.89395,0.446,10.4
47.8,Developing,38.57187011,437.819184,0.443,10.3
49.3,Developing,29.86616464,474.8197876,0.445,9.6
61.4,Developing,0,452.38717,0.427,9.9
58.1,Developing,54.37396957,458.4651734,0.426,9.9
61.1,Developing,45.04892458,454.1222236,0.419,9.8
67,Developing,48.09891474,415.361958,0.416,9.6
62,Developing,60.44658161,379.689583,0.406,9.5
59.7,Developing,41.91052416,327.42597,0.403,9.6
59.2,Developing,5.592170255,33.667491,0.4,9.7
58.6,Developing,40.03344077,232.61732,0.394,9.8
57.9,Developing,3.686899287,21.3733292,0.383,9.9
56.7,Developing,15.79934152,178.92799,0.377,10
55.3,Developing,22.39648813,168.648254,0.372,10.1
54,Developing,17.85870796,149.4452549,0.335,10.2
50,Developing,9.758449266,133.494518,0.373,10.3
56,Developing,10.424369,177.285187,0.376,10.4
51.5,Developing,16.72142854,174.1815473,0.386,10.5
51.9,Developing,12.19709744,183.4149991,0.338,8.7
72.7,Developing,0,,0.719,13.4
72.4,Developing,0,,0.73,13.4
72.9,Developing,0,,0.735,13.4
72.9,Developing,0,,0.706,13.7
71.3,Developing,36.11567366,562.549434,0.756,14
72.8,Developing,52.50394196,1212.56217,0.755,14.3
72.7,Developing,63.55170297,1296.97353,0.757,14.6
72.6,Developing,532.6700005,14396.4865,0.757,14.8
72.5,Developing,54.8789106,1138.56661,0.756,15.1
72.2,Developing,493.415341,9344.987518,0.752,15.4
71.9,Developing,472.3047034,8171.361651,0.748,15.7
71.5,Developing,31.80653288,586.8364,0.747,15.9
71.3,Developing,295.1166511,4676.96753,0.74,16
71.1,Developing,29.13434871,375.442638,0.736,15.8
71,Developing,362.3817951,6269.58123,0.732,15.7
78,Developing,457.3202236,7145.628494,0.727,15.5
73.6,Developed,0,14252.42853,0.846,16.5
73.4,Developed,2211.744178,16554.97139,0.841,16.5
73,Developed,1968.816817,15712.82376,0.834,16.4
73,Developed,1807.071336,14341.836,0.83,16.5
72.8,Developed,1758.822757,14357.73679,0.826,16.7
72.4,Developed,1423.802386,11984.86857,0.824,16.8
72.2,Developed,1446.529217,11837.3913,0.825,16.6
71.1,Developed,1888.149904,14961.56818,0.82,16.5
72,Developed,1581.511914,12297.91535,0.812,16.4
76,Developed,116.504961,924.642548,0.807,16.4
78,Developed,913.699529,7863.1629,0.798,16.2
71.6,Developed,76.36187737,676.966998,0.792,16.3
71.6,Developed,80.99710054,555.535669,0.78,15.8
71.4,Developed,561.9168642,4146.987928,0.77,15.3
71.2,Developed,42.87208671,353.147337,0.757,14.7
71.6,Developed,373.2605532,3297.35471,0.745,14
82,Developed,0,1199.8223,0.896,13.9
81.7,Developed,16255.16198,119172.7418,0.892,13.9
81.4,Developed,15515.75234,113751.85,0.892,13.9
81.1,Developed,2284.58215,16749.136,0.892,13.9
88,Developed,17028.52798,115761.577,0.894,13.9
86,Developed,2267.252192,14965.361,0.884,13.7
83,Developed,2052.393076,13198.6693,0.888,13.5
80,Developed,18961.3486,114293.8433,0.887,13.5
79.7,Developed,267.051312,1618.4928,0.877,13.5
79.4,Developed,15345.4907,89739.7117,0.88,13.5
78.8,Developed,1346.246697,8289.69641,0.874,13.5
78.7,Developed,12372.05188,75716.3518,0.867,13.5
78.6,Developed,10111.38928,65445.8853,0.865,13.6
78.3,Developed,910.5062778,5293.64115,0.86,13.5
78,Developed,7877.33656,48179.4285,0.854,13.4
77.8,Developed,8246.130437,48735.99549,0.848,13.5
65.5,Developing,0,41.8575951,0.511,10.3
65.1,Developing,5.339065673,452.4631926,0.509,10.3
64.7,Developing,79.50882493,461.723722,0.508,10.3
64.3,Developing,59.97914461,443.9611,0.506,10.2
63.8,Developing,78.79967196,454.963464,0.504,10.2
63.3,Developing,76.60442169,412.739341,0.503,10.2
62.8,Developing,71.16601203,415.6893226,0.5,9.7
62.3,Developing,6.448762615,47.733254,0.491,9.4
61.9,Developing,55.43034455,377.8482928,0.483,9.1
61.4,Developing,38.41870375,292.157443,0.478,9
69,Developing,33.74786198,274.819723,0.473,8.9
64,Developing,23.72796328,245.1235876,0.466,8.7
59.9,Developing,37.12894787,316.7998965,0.457,8.5
59.3,Developing,47.5262138,262.2859481,0.462,8.3
58.7,Developing,42.56331585,278.555732,0.456,8.2
57.9,Developing,35.66125056,245.939659,0,8
58.3,Developing,0,362.6575444,0.473,10.8
57.6,Developing,59.48744893,354.7253961,0.466,10.7
56.7,Developing,55.83107625,332.922339,0.459,10.7
55.3,Developing,82.76865922,374.51882,0.454,10.7
54.1,Developing,13.77617463,512.125451,0.444,10.6
52.9,Developing,9.728005297,458.8681744,0.43,10.2
51.5,Developing,7.915071248,42.7379657,0.415,9.9
50,Developing,74.34482999,372.842678,0.4,9.6
48.5,Developing,4.269511381,32.2227274,0.387,9.7
47.1,Developing,6.847033785,297.6971211,0.377,9.6
46,Developing,5.670640102,28.3673842,0.371,9.7
45.1,Developing,58.13583343,274.2256294,0.366,10
44.6,Developing,4.375316094,26.152517,0.362,10.3
44,Developing,3.885394742,29.9798977,0.388,10.4
43.5,Developing,12.79760626,146.7615397,0.387,10.1
43.1,Developing,13.76270195,153.2594872,0.391,10.7
75,Developing,0,9643.644683,0.787,13.1
74.8,Developing,721.3655432,11183.96191,0.783,13
74.6,Developing,110.6779711,1882.27842,0.779,12.9
74.5,Developing,101.609245,1779.49641,0.776,12.9
74.3,Developing,9.23002632,145.1262,0.774,13
74.1,Developing,65.56659662,971.356987,0.764,12.8
74,Developing,431.5452472,7326.744435,0.756,12.6
73.8,Developing,438.4519214,8513.629541,0.747,12.5
73.7,Developing,409.9812523,7269.17114,0.736,12.3
73.6,Developing,365.9113978,6222.982955,0.732,12.7
73.4,Developing,297.5913833,5593.822995,0.734,12.9
73.2,Developing,315.6639322,4955.477743,0.731,12.7
73.1,Developing,264.2496129,4463.675893,0.724,12.1
72.9,Developing,216.7029481,4167.364387,0.723,12
72.7,Developing,210.2417002,3915.11546,0.725,11.9
72.4,Developing,23.37167228,445.17471,0.715,11.6
78.5,Developing,0,8395.785198,0.701,12.7
78.2,Developing,2051.748615,7716.2415,0.693,12.7
77.9,Developing,1626.591186,7112.33575,0.683,12.4
77.6,Developing,1259.940376,6541.7465,0.675,12.1
77.3,Developing,1079.893546,6497.55443,0.663,11.8
76.7,Developing,91.13971812,633.79498,0.653,11.6
76.3,Developing,100.503021,597.1659,0.651,11.8
75.9,Developing,1077.712092,5828.621374,0.641,11.8
75.4,Developing,6.491488598,52.862285,0.632,11.9
75,Developing,659.8499118,4428.522898,0.622,12
74.3,Developing,620.9518909,3488.493769,0.625,12.1
73.4,Developing,611.9093566,3853.33348,0.617,12.2
72.7,Developing,491.4978908,3432.247841,0.601,11.8
71.8,Developing,4.299053392,32.37239,0.597,12
78,Developing,41.30688803,298.67598,0.587,11.8
69.6,Developing,300.1621026,2182.99711,0.577,11.3
58.2,Developing,0,729.725338,0.438,8.4
57.8,Developing,46.56231672,825.5729915,0.43,8.2
57.3,Developing,36.86104319,777.659139,0.421,8
57.2,Developing,96.5465827,777.3476868,0.411,7.7
56.8,Developing,101.8113996,835.88998,0.404,7.5
56.5,Developing,9.585584394,78.377632,0.396,7.3
56,Developing,84.63438925,697.153124,0.385,7.1
55.5,Developing,102.1413744,689.6784228,0.36,5.8
55,Developing,81.8405007,595.6368319,0.363,6.4
54.3,Developing,67.70920683,521.6425796,0.35,6.1
53.6,Developing,60.21211141,487.942556,0.338,5.8
52.8,Developing,57.11644801,439.3572924,0.333,5.5
52,Developing,6.660451777,391.791281,0.318,5.2
51.2,Developing,3.67646576,334.22416,0.308,4.9
55,Developing,4.395885717,36.8473237,0.297,4.6
49.8,Developing,23.94507124,269.3483829,0.291,4.4
81.7,Developed,0,23819.4636,0.853,14.6
81.4,Developed,409.6000248,2618.92599,0.847,14.3
81.1,Developed,374.2947283,2393.1888,0.828,14.2
81,Developed,343.123395,2193.8836,0.821,14.1
87,Developed,3601.287457,22821.847,0.826,14.8
83,Developed,278.0687051,2187.79469,0.819,14.6
82,Developed,335.5180568,2675.58259,0.815,14.4
80,Developed,2655.573684,21928.767,0.813,14.6
